batch_date,product_line,raw_material_supplier,shift,batch_size_units,operator,machine_id,planned_cycle_time_min,material_grade,humidity_pct,temperature_c,rush_order
2024-11-28,Line B,Supplier 3,evening,1244,Operator 2,Machine 3,35.22,premium,36.16,23.52,false
2025-01-28,Line D,Supplier 4,evening,50,Operator 5,Machine 2,50.44,premium,83.14,8.42,false
2024-02-19,Line A,Supplier 1,evening,641,Operator 4,Machine 2,24.12,premium,40.18,22.7,false
2025-04-25,Line C,Supplier 5,evening,755,Operator 6,Machine 1,29.08,premium,35.59,7.67,false
2024-09-12,Line C,Supplier 5,evening,913,Operator 2,Machine 3,42.38,premium,30.91,22.37,false
2024-05-08,Line A,Supplier 4,night,438,Operator 8,Machine 3,16.28,standard,61.38,24.84,false
2024-09-06,Line C,Supplier 2,night,635,Operator 1,Machine 6,14.66,premium,71.36,21.91,false
2024-02-20,Line A,Supplier 4,day,464,Operator 8,Machine 5,42.03,premium,65.5,15.22,false
2024-12-26,Line A,Supplier 1,day,631,Operator 7,Machine 6,33.6,premium,32.24,13.43,false
2025-12-24,Line D,Supplier 5,day,977,Operator 3,Machine 2,41.52,standard,64.8,22.72,false
2025-12-29,Line A,Supplier 2,evening,912,Operator 2,Machine 6,29.6,premium,54.1,20.59,false
2025-06-01,Line C,Supplier 2,evening,785,Operator 5,Machine 6,23.34,premium,20.0,20.98,false
2024-06-18,Line D,Supplier 2,evening,507,Operator 5,Machine 6,40.04,premium,41.09,30.92,true
2024-07-13,Line A,Supplier 1,day,168,Operator 3,Machine 2,53.85,premium,73.28,19.11,false
2024-01-29,Line B,Supplier 3,day,498,Operator 5,Machine 2,30.01,standard,51.12,13.88,false
2025-10-19,Line A,Supplier 1,night,1007,Operator 2,Machine 4,30.01,standard,54.58,16.98,false
2024-05-23,Line B,Supplier 4,night,602,Operator 6,Machine 3,32.24,premium,47.25,28.01,true
2024-01-27,Line A,Supplier 4,evening,419,Operator 2,Machine 2,21.9,premium,52.18,21.26,false
2025-08-25,Line D,Supplier 4,day,471,Operator 5,Machine 2,41.13,premium,52.82,24.66,false
2024-01-08,Line A,Supplier 5,evening,872,Operator 1,Machine 5,33.1,premium,40.06,15.5,false
2024-10-05,Line A,Supplier 3,evening,421,Operator 5,Machine 3,48.29,premium,30.35,32.47,false
2024-04-15,Line A,Supplier 2,day,419,Operator 6,Machine 5,41.32,premium,51.85,18.02,false
2024-10-22,Line C,Supplier 2,night,326,Operator 3,Machine 1,16.19,premium,42.74,25.04,true
2024-04-29,Line A,Supplier 4,night,229,Operator 6,Machine 1,48.61,standard,50.64,14.65,false
2025-08-10,Line B,Supplier 2,day,1000,Operator 2,Machine 6,23.51,premium,59.29,20.81,false
2025-06-07,Line B,Supplier 3,night,445,Operator 4,Machine 4,19.89,standard,54.11,22.7,false
2025-01-10,Line A,Supplier 5,day,251,Operator 7,Machine 5,35.85,standard,54.54,11.55,true
2024-09-23,Line C,Supplier 5,day,50,Operator 7,Machine 5,39.55,premium,35.79,11.53,false
2025-03-06,Line C,Supplier 3,day,508,Operator 6,Machine 1,32.64,premium,48.32,19.55,false
2025-09-16,Line B,Supplier 1,evening,509,Operator 2,Machine 4,22.35,premium,50.15,23.5,false
2024-07-18,Line D,Supplier 3,day,289,Operator 3,Machine 5,28.64,standard,63.62,12.75,false
2025-11-27,Line A,Supplier 1,evening,942,Operator 4,Machine 1,21.54,standard,81.28,19.36,false
2025-03-31,Line A,Supplier 3,evening,884,Operator 4,Machine 3,32.94,premium,32.41,21.58,true
2024-01-30,Line C,Supplier 2,night,977,Operator 2,Machine 4,12.99,premium,33.06,13.07,false
2025-05-29,Line D,Supplier 2,evening,530,Operator 2,Machine 5,45.72,premium,36.08,16.43,false
2025-06-04,Line B,Supplier 3,night,770,Operator 7,Machine 5,26.74,standard,71.56,27.45,false
2024-04-16,Line B,Supplier 3,evening,613,Operator 2,Machine 2,17.04,standard,61.57,13.48,false
2024-11-27,Line B,Supplier 1,evening,228,Operator 3,Machine 4,27.43,premium,45.88,21.5,true
2025-01-09,Line B,Supplier 2,night,517,Operator 1,Machine 5,27.05,premium,44.32,29.91,true
2024-01-16,Line B,Supplier 4,night,703,Operator 5,Machine 1,23.73,standard,84.02,23.81,true
2025-04-29,Line A,Supplier 1,night,349,Operator 6,Machine 5,42.88,standard,56.96,14.7,true
2024-02-10,Line C,Supplier 5,day,1132,Operator 2,Machine 3,37.91,premium,55.81,12.21,false
2025-05-18,Line A,Supplier 4,day,727,Operator 6,Machine 3,48.39,premium,42.42,21.19,false
2025-10-10,Line A,Supplier 3,night,980,Operator 2,Machine 4,10.65,standard,68.98,15.66,true
2025-02-22,Line B,Supplier 3,day,50,Operator 3,Machine 2,5.75,standard,51.63,26.89,false
2024-04-19,Line C,Supplier 3,day,383,Operator 6,Machine 1,34.23,standard,72.91,20.5,false
2025-04-14,Line B,Supplier 5,evening,743,Operator 7,Machine 3,33.19,premium,42.76,14.09,false
2024-01-18,Line B,Supplier 3,day,50,Operator 4,Machine 5,32.43,premium,78.75,18.44,false
2024-05-31,Line A,Supplier 1,day,960,Operator 4,Machine 3,32.87,premium,49.42,15.34,false
2024-01-06,Line C,Supplier 1,day,750,Operator 5,Machine 1,43.16,premium,61.84,22.89,false
2024-03-17,Line C,Supplier 3,day,247,Operator 4,Machine 6,19.55,standard,58.48,18.51,false
2024-08-10,Line C,Supplier 1,night,784,Operator 4,Machine 3,29.67,standard,67.98,23.57,false
2025-09-02,Line D,Supplier 3,day,168,Operator 1,Machine 5,36.92,standard,79.97,12.98,true
2024-07-30,Line B,Supplier 3,evening,304,Operator 8,Machine 5,23.03,standard,44.78,11.03,true
2024-11-25,Line D,Supplier 3,day,787,Operator 3,Machine 1,19.03,standard,51.43,35.12,false
2024-02-28,Line A,Supplier 5,evening,535,Operator 8,Machine 5,36.65,premium,57.29,28.66,true
2024-07-11,Line C,Supplier 5,evening,532,Operator 4,Machine 2,18.13,standard,50.83,34.26,false
2024-04-10,Line C,Supplier 2,day,906,Operator 5,Machine 2,46.57,standard,85.44,15.69,false
2025-03-26,Line A,Supplier 4,evening,1314,Operator 2,Machine 2,22.12,standard,58.05,17.27,false
2024-07-12,Line A,Supplier 1,day,394,Operator 6,Machine 6,24.6,premium,26.53,23.12,false
2025-01-01,Line C,Supplier 5,day,651,Operator 5,Machine 1,41.13,premium,64.2,26.65,false
2024-10-05,Line A,Supplier 1,day,663,Operator 8,Machine 6,39.26,standard,58.59,23.6,false
2024-08-22,Line C,Supplier 3,day,808,Operator 7,Machine 4,18.25,premium,51.08,15.39,false
2025-11-28,Line B,Supplier 2,day,1097,Operator 2,Machine 4,61.52,standard,62.1,10.74,false
2024-12-03,Line B,Supplier 5,night,519,Operator 8,Machine 3,29.0,standard,76.46,19.22,false
2025-06-08,Line D,Supplier 5,night,1062,Operator 2,Machine 2,33.05,premium,35.12,20.66,true
2024-05-24,Line C,Supplier 2,evening,972,Operator 2,Machine 6,38.28,standard,57.16,8.58,false
2024-08-18,Line A,Supplier 4,night,276,Operator 8,Machine 5,50.06,premium,24.34,26.14,false
2024-12-01,Line D,Supplier 5,night,210,Operator 8,Machine 5,39.21,premium,61.31,20.7,false
2024-09-18,Line C,Supplier 4,night,267,Operator 8,Machine 6,35.48,standard,55.71,8.36,false
2024-07-28,Line D,Supplier 3,night,1214,Operator 5,Machine 5,24.19,premium,48.89,15.07,true
2025-11-20,Line D,Supplier 3,night,579,Operator 8,Machine 2,27.38,premium,64.16,8.73,true
2024-03-23,Line B,Supplier 3,day,633,Operator 1,Machine 5,17.54,standard,53.68,12.26,false
2024-10-04,Line C,Supplier 4,day,301,Operator 6,Machine 4,44.35,standard,54.73,7.8,false
2025-04-11,Line D,Supplier 2,day,789,Operator 3,Machine 6,31.13,standard,56.38,18.54,false
2024-10-29,Line B,Supplier 3,night,1105,Operator 2,Machine 4,15.44,standard,54.94,12.41,false
2024-11-18,Line B,Supplier 1,night,50,Operator 4,Machine 3,36.64,premium,78.87,6.27,false
2025-05-30,Line A,Supplier 5,day,580,Operator 7,Machine 5,37.53,standard,50.09,23.6,false
2024-08-31,Line C,Supplier 3,day,1137,Operator 2,Machine 1,43.7,premium,20.0,17.97,false
2024-10-31,Line C,Supplier 1,night,967,Operator 2,Machine 5,7.27,premium,58.08,23.91,false
2024-05-17,Line A,Supplier 2,night,808,Operator 4,Machine 6,24.52,premium,47.16,16.43,false
2024-10-08,Line B,Supplier 3,evening,1248,Operator 2,Machine 3,19.56,premium,60.25,20.5,true
2025-01-28,Line A,Supplier 4,evening,433,Operator 3,Machine 4,35.23,standard,50.3,22.36,false
2025-06-28,Line C,Supplier 5,day,1209,Operator 2,Machine 5,39.36,standard,53.86,20.05,true
2025-03-13,Line A,Supplier 4,evening,755,Operator 5,Machine 6,49.16,premium,49.08,25.11,false
2025-01-20,Line A,Supplier 2,night,971,Operator 2,Machine 3,22.2,premium,48.19,27.02,true
2024-08-30,Line D,Supplier 4,night,584,Operator 2,Machine 4,28.84,premium,41.08,12.08,false
2025-05-29,Line B,Supplier 4,evening,286,Operator 3,Machine 5,31.58,premium,46.93,19.19,false
2024-11-28,Line A,Supplier 3,night,1015,Operator 8,Machine 4,57.01,standard,80.59,10.94,false
2024-08-27,Line B,Supplier 5,evening,1094,Operator 2,Machine 3,22.27,premium,43.42,18.79,false
2025-06-08,Line C,Supplier 5,evening,975,Operator 2,Machine 6,18.95,premium,28.43,18.23,false
2024-02-26,Line A,Supplier 2,day,1062,Operator 8,Machine 5,39.08,premium,34.54,23.58,false
2024-04-29,Line D,Supplier 1,day,209,Operator 4,Machine 5,30.64,premium,45.85,27.09,false
2024-12-13,Line B,Supplier 3,day,945,Operator 1,Machine 6,28.21,standard,65.68,28.29,false
2025-01-26,Line A,Supplier 5,evening,414,Operator 3,Machine 2,32.54,premium,61.27,34.42,false
2025-08-08,Line A,Supplier 3,day,499,Operator 2,Machine 4,17.38,premium,33.91,22.7,false
2024-02-24,Line D,Supplier 2,evening,474,Operator 8,Machine 4,31.95,standard,69.52,15.85,false
2024-04-06,Line B,Supplier 5,evening,348,Operator 8,Machine 4,33.88,standard,61.51,12.67,false
2024-11-03,Line A,Supplier 5,night,525,Operator 1,Machine 5,20.2,premium,51.23,27.11,true
2024-02-22,Line B,Supplier 1,day,408,Operator 1,Machine 5,52.4,standard,66.3,20.61,false
2025-06-27,Line B,Supplier 5,night,673,Operator 7,Machine 4,38.6,premium,27.77,9.74,false
2024-12-01,Line A,Supplier 3,night,678,Operator 8,Machine 3,18.24,premium,38.15,27.2,false
2025-07-01,Line B,Supplier 3,evening,50,Operator 4,Machine 5,5.0,premium,86.1,29.4,true
2024-10-24,Line D,Supplier 3,night,599,Operator 8,Machine 5,7.52,premium,20.0,19.06,true
2024-05-21,Line C,Supplier 2,evening,755,Operator 6,Machine 2,19.81,standard,56.72,21.46,false
2025-07-02,Line C,Supplier 2,evening,842,Operator 5,Machine 3,31.59,premium,61.71,17.28,false
2024-12-28,Line B,Supplier 3,evening,795,Operator 5,Machine 1,17.04,premium,49.4,19.65,false
2024-10-07,Line B,Supplier 5,evening,620,Operator 4,Machine 2,13.57,premium,48.18,27.11,false
2024-01-17,Line C,Supplier 3,night,913,Operator 2,Machine 4,27.48,premium,49.47,19.25,true
2025-08-18,Line A,Supplier 5,evening,766,Operator 5,Machine 6,25.85,standard,66.52,17.31,false
2024-07-17,Line C,Supplier 1,day,852,Operator 6,Machine 4,10.14,standard,62.5,19.39,false
2024-07-19,Line B,Supplier 1,evening,1028,Operator 2,Machine 2,40.86,standard,72.75,21.72,false
2025-01-09,Line B,Supplier 4,day,256,Operator 8,Machine 5,24.59,premium,42.84,13.29,false
2024-08-05,Line B,Supplier 4,evening,50,Operator 6,Machine 5,20.87,premium,45.52,11.16,false
2024-05-11,Line B,Supplier 4,night,561,Operator 3,Machine 2,43.7,standard,59.05,12.67,false
2024-12-14,Line B,Supplier 2,night,1370,Operator 4,Machine 5,42.36,premium,30.45,17.04,false
2025-09-25,Line C,Supplier 4,night,303,Operator 6,Machine 5,6.86,standard,68.54,13.7,true
2025-06-10,Line B,Supplier 3,evening,820,Operator 8,Machine 5,65.36,premium,45.14,18.66,false
2025-06-23,Line C,Supplier 2,night,290,Operator 6,Machine 5,48.26,standard,52.35,21.1,true
2025-12-25,Line C,Supplier 1,night,683,Operator 1,Machine 1,16.57,premium,50.61,22.65,false
2025-04-20,Line A,Supplier 5,night,1080,Operator 2,Machine 4,44.96,standard,70.4,15.64,true
2024-05-17,Line D,Supplier 3,night,1143,Operator 2,Machine 6,19.83,premium,41.97,23.14,true
2024-07-21,Line D,Supplier 4,evening,965,Operator 8,Machine 2,39.73,standard,42.74,17.73,false
2024-03-07,Line A,Supplier 1,day,434,Operator 5,Machine 4,18.93,premium,49.55,14.2,false
2025-04-17,Line A,Supplier 4,day,757,Operator 6,Machine 4,40.17,premium,34.92,32.26,false
2025-02-21,Line A,Supplier 3,night,611,Operator 3,Machine 5,32.88,premium,52.84,19.56,true
2024-05-13,Line A,Supplier 3,evening,692,Operator 3,Machine 5,32.43,premium,47.64,12.16,true
2025-03-06,Line A,Supplier 1,day,623,Operator 2,Machine 5,29.52,premium,38.55,29.02,false
2024-06-30,Line B,Supplier 5,day,1122,Operator 2,Machine 3,33.1,premium,39.07,17.02,false
2024-11-19,Line B,Supplier 2,evening,633,Operator 5,Machine 3,23.54,premium,23.96,16.85,true
2025-04-19,Line C,Supplier 3,evening,1029,Operator 8,Machine 4,33.6,premium,53.35,10.0,false
2024-10-15,Line B,Supplier 3,day,211,Operator 3,Machine 6,41.06,premium,42.01,23.11,false
2025-09-08,Line B,Supplier 5,evening,1258,Operator 2,Machine 5,37.27,premium,68.46,16.22,false
2024-11-22,Line A,Supplier 1,night,905,Operator 2,Machine 2,47.02,premium,42.93,21.46,false
2024-12-16,Line A,Supplier 2,evening,207,Operator 1,Machine 1,28.45,premium,27.01,32.83,false
2024-03-08,Line B,Supplier 2,night,1004,Operator 2,Machine 4,47.46,standard,69.31,29.69,true
2025-12-13,Line D,Supplier 3,evening,594,Operator 1,Machine 3,23.04,premium,42.49,33.56,false
2025-02-23,Line B,Supplier 5,evening,731,Operator 7,Machine 5,41.52,premium,20.0,15.15,false
2025-02-22,Line D,Supplier 5,day,1049,Operator 5,Machine 5,34.39,standard,74.45,20.44,false
2025-02-09,Line B,Supplier 1,evening,1174,Operator 2,Machine 3,26.93,premium,35.66,16.11,false
2025-12-02,Line C,Supplier 5,day,243,Operator 2,Machine 5,38.96,standard,61.35,5.76,false
2024-11-05,Line B,Supplier 4,evening,676,Operator 2,Machine 2,47.87,premium,28.15,24.11,false
2025-11-08,Line C,Supplier 4,night,159,Operator 1,Machine 5,28.95,premium,60.01,25.16,false
2025-08-22,Line D,Supplier 3,night,940,Operator 2,Machine 2,17.41,premium,66.19,19.54,true
2025-03-27,Line A,Supplier 2,night,892,Operator 3,Machine 3,34.21,premium,42.75,23.66,false
2025-11-13,Line C,Supplier 2,evening,833,Operator 5,Machine 2,25.51,premium,27.45,18.46,false
2024-09-21,Line A,Supplier 1,day,1300,Operator 4,Machine 2,27.85,premium,32.03,27.88,false
2025-02-22,Line D,Supplier 1,evening,561,Operator 4,Machine 2,30.22,premium,43.35,21.6,false
2024-05-08,Line A,Supplier 1,night,139,Operator 2,Machine 3,35.57,standard,59.35,21.58,false
2025-12-21,Line A,Supplier 1,night,796,Operator 4,Machine 3,48.45,premium,38.11,20.28,false
2024-08-26,Line A,Supplier 5,evening,309,Operator 6,Machine 4,39.87,premium,39.16,19.26,false
2024-10-05,Line B,Supplier 3,night,1107,Operator 3,Machine 6,61.36,premium,20.72,28.49,false
2024-10-08,Line C,Supplier 3,night,1065,Operator 2,Machine 4,18.89,premium,47.23,24.69,false
2025-10-28,Line A,Supplier 4,night,583,Operator 5,Machine 6,36.22,standard,62.11,27.35,true
2024-07-04,Line B,Supplier 1,day,934,Operator 2,Machine 4,27.69,standard,69.6,28.27,false
2024-11-06,Line C,Supplier 1,night,775,Operator 7,Machine 6,28.56,standard,41.01,20.54,false
2025-05-04,Line C,Supplier 3,day,651,Operator 6,Machine 6,35.83,premium,46.12,18.03,false
2025-06-11,Line C,Supplier 2,night,237,Operator 1,Machine 4,44.53,premium,26.46,22.84,false
2025-04-28,Line A,Supplier 1,evening,1083,Operator 2,Machine 4,41.44,standard,59.85,16.46,false
2024-01-07,Line D,Supplier 3,night,812,Operator 7,Machine 3,15.95,standard,62.41,32.39,true
2025-03-06,Line B,Supplier 2,day,106,Operator 4,Machine 5,20.33,standard,81.09,19.46,false
2025-01-05,Line B,Supplier 3,night,912,Operator 2,Machine 5,42.37,premium,59.66,27.83,true
2024-01-13,Line A,Supplier 4,day,467,Operator 5,Machine 4,40.39,standard,61.51,18.95,false
2024-02-24,Line D,Supplier 3,night,378,Operator 2,Machine 1,16.59,standard,53.69,39.26,false
2024-08-09,Line B,Supplier 4,night,576,Operator 2,Machine 4,27.1,premium,40.6,3.89,false
2025-04-29,Line A,Supplier 2,evening,684,Operator 2,Machine 3,42.94,premium,24.54,31.23,false
2025-01-05,Line B,Supplier 4,night,797,Operator 2,Machine 5,23.06,standard,60.36,19.94,false
2024-04-30,Line C,Supplier 1,night,50,Operator 5,Machine 4,28.07,standard,62.97,17.24,false
2025-08-02,Line B,Supplier 4,night,595,Operator 5,Machine 6,23.2,premium,62.77,11.93,true
2024-12-19,Line A,Supplier 4,day,327,Operator 1,Machine 2,42.21,standard,58.87,21.35,false
2025-07-19,Line C,Supplier 4,day,1013,Operator 7,Machine 1,36.3,premium,47.44,14.88,false
2025-03-23,Line B,Supplier 5,night,1212,Operator 2,Machine 3,16.49,standard,37.36,15.65,false
2025-07-24,Line D,Supplier 4,evening,155,Operator 4,Machine 5,41.05,standard,61.83,27.92,false
2024-04-03,Line D,Supplier 3,evening,1177,Operator 2,Machine 2,9.87,standard,65.13,12.2,false
2024-05-24,Line A,Supplier 1,day,1013,Operator 2,Machine 1,43.42,premium,37.48,17.94,false
2024-01-05,Line A,Supplier 2,night,447,Operator 1,Machine 4,17.37,standard,50.28,7.75,true
2025-02-16,Line A,Supplier 4,evening,50,Operator 3,Machine 5,37.26,premium,47.44,31.72,false
2024-12-02,Line C,Supplier 1,night,1212,Operator 7,Machine 4,28.74,premium,35.49,12.58,true
2024-10-15,Line D,Supplier 1,evening,732,Operator 1,Machine 3,28.46,standard,44.66,33.84,false
2024-05-07,Line B,Supplier 3,day,1301,Operator 2,Machine 5,21.52,standard,74.17,22.09,false
2024-02-24,Line A,Supplier 4,day,325,Operator 7,Machine 6,38.79,premium,50.75,24.82,false
2024-10-14,Line B,Supplier 4,night,635,Operator 8,Machine 6,20.08,standard,63.3,25.11,false
2024-04-30,Line A,Supplier 3,day,207,Operator 1,Machine 5,18.9,standard,61.52,15.86,false
2024-06-20,Line D,Supplier 2,day,56,Operator 6,Machine 5,28.26,premium,52.68,16.45,false
2024-05-21,Line B,Supplier 4,night,987,Operator 2,Machine 5,10.83,premium,36.13,27.83,false
2024-12-02,Line D,Supplier 3,night,450,Operator 5,Machine 4,28.29,standard,83.56,25.59,true
2025-12-19,Line B,Supplier 2,day,50,Operator 5,Machine 5,36.02,premium,39.24,21.57,false
2025-11-10,Line B,Supplier 2,night,472,Operator 5,Machine 4,31.79,premium,51.64,24.0,false
2024-10-01,Line C,Supplier 3,night,637,Operator 7,Machine 2,15.83,premium,36.74,32.39,true
2024-06-27,Line D,Supplier 2,day,50,Operator 8,Machine 5,11.31,premium,36.09,26.88,false
2025-04-20,Line B,Supplier 3,night,1093,Operator 2,Machine 2,32.16,premium,46.09,25.21,true
2025-10-13,Line A,Supplier 2,evening,332,Operator 4,Machine 5,17.0,premium,41.68,28.57,false
2024-12-23,Line A,Supplier 1,evening,528,Operator 3,Machine 2,37.86,premium,73.98,11.98,true
2025-10-01,Line A,Supplier 3,day,50,Operator 2,Machine 5,24.35,premium,52.92,29.84,false
2024-10-10,Line B,Supplier 4,evening,1074,Operator 2,Machine 4,46.69,premium,74.89,26.19,false
2025-04-02,Line B,Supplier 2,day,485,Operator 3,Machine 1,20.45,standard,52.63,11.75,false
2025-08-08,Line D,Supplier 1,night,816,Operator 1,Machine 2,37.87,premium,47.41,27.26,true
2024-04-30,Line D,Supplier 5,evening,572,Operator 4,Machine 5,35.68,premium,45.73,27.2,false
2024-01-13,Line C,Supplier 5,evening,186,Operator 3,Machine 5,25.51,standard,50.97,29.39,false
2025-04-16,Line A,Supplier 3,night,730,Operator 6,Machine 4,33.02,premium,46.09,23.17,false
2024-06-30,Line C,Supplier 2,day,1282,Operator 2,Machine 2,42.12,premium,20.0,24.76,true
2024-10-23,Line D,Supplier 4,day,1135,Operator 2,Machine 6,60.38,premium,52.86,13.18,false
2024-02-17,Line A,Supplier 1,night,895,Operator 5,Machine 2,24.07,premium,20.0,16.33,false
2025-03-07,Line B,Supplier 5,day,801,Operator 7,Machine 6,49.4,premium,32.76,19.14,false
2024-09-05,Line D,Supplier 1,night,50,Operator 5,Machine 5,22.86,premium,94.68,22.57,false
2025-12-19,Line A,Supplier 4,day,1018,Operator 5,Machine 2,45.32,premium,44.19,24.41,false
2025-09-23,Line A,Supplier 2,day,1015,Operator 2,Machine 1,27.43,premium,34.8,18.56,true
2024-06-28,Line A,Supplier 1,day,684,Operator 2,Machine 2,22.91,standard,60.55,22.43,false
2024-07-10,Line B,Supplier 5,night,882,Operator 4,Machine 3,43.4,premium,52.76,33.32,true
2024-01-30,Line C,Supplier 3,night,587,Operator 2,Machine 5,44.92,premium,29.79,27.87,true
2024-06-03,Line A,Supplier 1,night,807,Operator 4,Machine 2,37.16,standard,52.78,18.38,false
2025-06-20,Line B,Supplier 2,evening,1090,Operator 2,Machine 5,22.39,standard,20.0,20.54,false
2025-05-03,Line B,Supplier 2,night,1070,Operator 2,Machine 2,44.8,standard,52.16,12.27,false
2024-02-26,Line A,Supplier 4,evening,570,Operator 8,Machine 4,35.11,standard,69.74,27.24,false
2024-09-17,Line A,Supplier 3,night,610,Operator 2,Machine 1,18.81,premium,49.1,38.8,true
2025-10-26,Line D,Supplier 2,day,639,Operator 4,Machine 3,48.87,standard,56.96,23.66,false
2025-10-12,Line B,Supplier 2,night,1056,Operator 2,Machine 4,20.91,standard,81.58,23.92,true
2025-06-27,Line A,Supplier 1,evening,50,Operator 8,Machine 2,31.22,premium,40.78,25.63,false
2024-10-20,Line A,Supplier 3,night,748,Operator 5,Machine 2,57.17,premium,30.62,28.13,true
2025-04-19,Line C,Supplier 3,day,328,Operator 3,Machine 2,42.08,premium,39.06,17.13,true
2025-04-20,Line C,Supplier 5,day,639,Operator 2,Machine 3,44.74,standard,67.93,18.27,false
